DateTime,KWH/D
2014-02-02,20.535
2014-02-03,14.818
2014-02-04,22.8239999
2014-02-05,16.542
2014-02-06,17.92
2014-02-07,15.695
2014-02-08,11.528
2014-02-09,11.496
2014-02-10,16.851
2014-02-11,19.6989999
2014-02-12,12.523
2014-02-13,10.951
2014-02-14,13.227
2014-02-15,10.061
2014-02-16,10.416
2014-02-17,14.623000000000001
2014-02-18,15.039
2014-02-19,18.013
2014-02-20,13.582
2014-02-21,3.56
2014-02-22,2.233
2014-02-23,4.36
2014-02-24,14.9330001
2014-02-25,18.804000000000002
2014-02-26,17.467
2014-02-27,12.763
2014-02-28,0.042
