DateTime,KWH/D
2012-07-28,5.384
2012-07-29,7.106
2012-07-30,5.4419999
2012-07-31,6.696
2012-08-01,7.256
2012-08-02,8.71
2012-08-03,7.283
2012-08-04,9.282
2012-08-05,10.248
2012-08-06,7.103
2012-08-07,4.868
2012-08-08,7.915
2012-08-09,6.265
2012-08-10,4.0200000000000005
2012-08-11,4.541
2012-08-12,6.786
2012-08-13,8.1209999
2012-08-14,3.952
2012-08-15,7.059
2012-08-16,9.059
2012-08-17,7.39
2012-08-18,6.2940000000000005
2012-08-19,7.476
2012-08-20,6.581
2012-08-21,7.92
2012-08-22,6.516
2012-08-23,8.116000099999999
2012-08-24,7.17
2012-08-25,8.903
2012-08-26,5.742
2012-08-27,9.438
2012-08-28,5.929
2012-08-29,6.954
2012-08-30,7.9190000000000005
2012-08-31,4.166
2012-09-01,7.167
2012-09-02,7.19
2012-09-03,8.255
2012-09-04,5.869
2012-09-05,6.856
2012-09-06,4.338
2012-09-07,5.1570001
2012-09-08,5.881
2012-09-09,9.424
2012-09-10,7.4879999999999995
2012-09-11,6.138
2012-09-12,1.561
2012-09-13,10.265
2012-09-14,5.148
2012-09-15,10.272
2012-09-16,9.544
2012-09-17,8.818999999999999
2012-09-18,6.667
2012-09-19,6.448
2012-09-20,6.872
2012-09-21,7.407
2012-09-22,6.574
2012-09-23,8.225
2012-09-24,8.507
2012-09-25,3.115
2012-09-26,8.725999999999999
2012-09-27,7.171
2012-09-28,10.778
2012-09-29,10.082
2012-09-30,10.435
2012-10-01,9.2229999
2012-10-02,9.606
2012-10-03,8.633000000000001
2012-10-04,7.317
2012-10-05,8.134
2012-10-06,7.053
2012-10-07,13.5519999
2012-10-08,9.846
2012-10-09,8.723
2012-10-10,8.129999999999999
2012-10-11,7.32
2012-10-12,9.768
2012-10-13,9.414
2012-10-14,8.028
2012-10-15,10.782
2012-10-16,8.67
2012-10-17,7.478
2012-10-18,6.5040000000000004
2012-10-19,5.226
2012-10-20,9.402
2012-10-21,10.75
2012-10-22,10.779
2012-10-23,9.536
2012-10-24,12.465
2012-10-25,9.85
2012-10-26,10.373
2012-10-27,10.001
2012-10-28,13.016
2012-10-29,12.331
2012-10-30,9.785
2012-10-31,10.34
2012-11-01,7.815
2012-11-02,8.044
2012-11-03,11.488
2012-11-04,9.199
2012-11-05,8.64
2012-11-06,8.994
2012-11-07,11.453
2012-11-08,8.19
2012-11-09,9.011
2012-11-10,10.1429999
2012-11-11,13.52
2012-11-12,10.792
2012-11-13,8.542
2012-11-14,10.259
2012-11-15,10.354
2012-11-16,9.154
2012-11-17,12.164
2012-11-18,10.832
2012-11-19,10.403
2012-11-20,9.38
2012-11-21,12.634
2012-11-22,9.488
2012-11-23,9.797
2012-11-24,8.725
2012-11-25,9.741
2012-11-26,9.781
2012-11-27,9.267
2012-11-28,9.457
2012-11-29,8.824
2012-11-30,10.866
2012-12-01,9.165000000000001
2012-12-02,10.896
2012-12-03,9.378
2012-12-04,9.543
2012-12-05,8.249
2012-12-06,10.204
2012-12-07,9.179
2012-12-08,9.926
2012-12-09,11.022
2012-12-10,10.555
2012-12-11,8.858
2012-12-12,9.66
2012-12-13,8.625
2012-12-14,9.657
2012-12-15,10.215
2012-12-16,8.978
2012-12-17,9.829
2012-12-18,10.285
2012-12-19,9.959
2012-12-20,7.47
2012-12-21,8.659
2012-12-22,11.802
2012-12-23,10.803
2012-12-24,9.873
2012-12-25,11.535
2012-12-26,12.215
2012-12-27,11.346
2012-12-28,10.371
2012-12-29,8.391
2012-12-30,7.466
2012-12-31,11.573
2013-01-01,9.779
2013-01-02,9.957
2013-01-03,8.568
2013-01-04,11.258
2013-01-05,10.289
2013-01-06,9.465
2013-01-07,10.274000000000001
2013-01-08,9.064
2013-01-09,9.974
2013-01-10,10.253
2013-01-11,7.729
2013-01-12,10.21
2013-01-13,10.564
2013-01-14,8.847
2013-01-15,10.184
2013-01-16,8.114
2013-01-17,8.142
2013-01-18,9.5530001
2013-01-19,9.936
2013-01-20,9.879
2013-01-21,10.883
2013-01-22,10.165
2013-01-23,10.0
2013-01-24,8.512
2013-01-25,8.536
2013-01-26,9.849
2013-01-27,10.7619999
2013-01-28,8.678
2013-01-29,11.802
2013-01-30,10.167
2013-01-31,9.05
2013-02-01,8.623
2013-02-02,9.818
2013-02-03,11.671
2013-02-04,10.283
2013-02-05,10.745000000000001
2013-02-06,12.56
2013-02-07,9.293
2013-02-08,9.81
2013-02-09,9.729000000000001
2013-02-10,9.195
2013-02-11,10.5839999
2013-02-12,10.346
2013-02-13,10.763
2013-02-14,9.448
2013-02-15,10.614
2013-02-16,9.3469999
2013-02-17,10.030000000000001
2013-02-18,10.536
2013-02-19,9.231
2013-02-20,10.247
2013-02-21,9.36
2013-02-22,9.174
2013-02-23,9.022
2013-02-24,10.8969999
2013-02-25,12.966000000000001
2013-02-26,15.435
2013-02-27,9.468
2013-02-28,12.06
2013-03-01,11.565
2013-03-02,11.12
2013-03-03,13.6719999
2013-03-04,7.975
2013-03-05,9.47
2013-03-06,8.406
2013-03-07,8.426
2013-03-08,7.411
2013-03-09,10.732
2013-03-10,9.249
2013-03-11,9.589
2013-03-12,8.22
2013-03-13,11.0179999
2013-03-14,9.745
2013-03-15,7.7940000000000005
2013-03-16,8.600999999999999
2013-03-17,10.181000000000001
2013-03-18,7.989
2013-03-19,12.043000000000001
2013-03-20,8.968
2013-03-21,7.5809999999999995
2013-03-22,15.177
2013-03-23,15.753
2013-03-24,20.1010001
2013-03-25,16.624
2013-03-26,11.931000000000001
2013-03-27,13.867
2013-03-28,6.371
2013-03-29,19.115999900000002
2013-03-30,26.4079998
2013-03-31,7.425
2013-04-01,9.709
2013-04-02,9.245
2013-04-03,22.578
2013-04-04,6.781
2013-04-05,10.7439999
2013-04-06,9.9479999
2013-04-07,12.2599999
2013-04-08,8.978
2013-04-09,10.5650001
2013-04-10,7.268
2013-04-11,9.6439999
2013-04-12,8.958
2013-04-13,8.635
2013-04-14,10.375
2013-04-15,8.974
2013-04-16,7.4990000000000006
2013-04-17,11.343
2013-04-18,5.8069999999999995
2013-04-19,6.852
2013-04-20,8.113
2013-04-21,8.6570001
2013-04-22,8.483
2013-04-23,6.274
2013-04-24,12.3000001
2013-04-25,4.97
2013-04-26,13.9890001
2013-04-27,10.244
2013-04-28,10.902
2013-04-29,9.218
2013-04-30,8.3
2013-05-01,6.5569999999999995
2013-05-02,9.9239999
2013-05-03,6.108
2013-05-04,10.571000100000001
2013-05-05,7.801
2013-05-06,9.204
2013-05-07,7.075
2013-05-08,7.171
2013-05-09,4.722
2013-05-10,6.196
2013-05-11,5.2170000000000005
2013-05-12,9.7190001
2013-05-13,9.621
2013-05-14,8.731
2013-05-15,9.541
2013-05-16,6.976
2013-05-17,7.722
2013-05-18,6.921
2013-05-19,6.667
2013-05-20,8.338
2013-05-21,6.966
2013-05-22,7.412
2013-05-23,7.187
2013-05-24,5.8709999999999996
2013-05-25,6.5
2013-05-26,8.937
2013-05-27,4.283
2013-05-28,8.7460001
2013-05-29,10.984
2013-05-30,5.07
2013-05-31,8.4670001
2013-06-01,7.264
2013-06-02,10.294
2013-06-03,6.153
2013-06-04,10.3800002
2013-06-05,5.911
2013-06-06,4.898
2013-06-07,8.600999999999999
2013-06-08,13.2430002
2013-06-09,9.885
2013-06-10,6.614
2013-06-11,7.416
2013-06-12,5.256
2013-06-13,6.218
2013-06-14,11.318
2013-06-15,5.885
2013-06-16,7.122
2013-06-17,4.016
2013-06-18,4.553
2013-06-19,5.087
2013-06-20,3.224
2013-06-21,3.968
2013-06-22,4.472
2013-06-23,7.065
2013-06-24,7.579
2013-06-25,6.846
2013-06-26,5.632
2013-06-27,4.11
2013-06-28,8.361
2013-06-29,5.774
2013-06-30,8.25
2013-07-01,3.742
2013-07-02,7.532
2013-07-03,4.455
2013-07-04,4.146
2013-07-05,5.759
2013-07-06,6.7690000999999995
2013-07-07,6.896
2013-07-08,6.451
2013-07-09,5.861
2013-07-10,6.269
2013-07-11,3.072
2013-07-12,5.872
2013-07-13,5.65
2013-07-14,5.724
2013-07-15,6.388
2013-07-16,6.359
2013-07-17,7.128
2013-07-18,5.534
2013-07-19,5.8149999999999995
2013-07-20,4.04
2013-07-21,6.015
2013-07-22,6.7940000000000005
2013-07-23,6.166
2013-07-24,6.575
2013-07-25,4.344
2013-07-26,5.268
2013-07-27,6.623
2013-07-28,4.704
2013-07-29,5.788
2013-07-30,6.4030000000000005
2013-07-31,7.117
2013-08-01,4.795
2013-08-02,4.455
2013-08-03,5.467
2013-08-04,6.974
2013-08-05,7.046
2013-08-06,6.048
2013-08-07,6.379
2013-08-08,5.473
2013-08-09,5.165
2013-08-10,7.583
2013-08-11,7.333
2013-08-12,7.5869999
2013-08-13,6.05
2013-08-14,5.891
2013-08-15,4.793
2013-08-16,5.585
2013-08-17,5.793
2013-08-18,7.121
2013-08-19,5.643
2013-08-20,5.953
2013-08-21,4.194
2013-08-22,9.463000000000001
2013-08-23,5.343
2013-08-24,7.659
2013-08-25,5.933
2013-08-26,5.159
2013-08-27,4.47
2013-08-28,4.704
2013-08-29,4.45
2013-08-30,3.459
2013-08-31,4.135
2013-09-01,5.255
2013-09-02,4.599
2013-09-03,5.948
2013-09-04,5.853
2013-09-05,5.618
2013-09-06,4.979
2013-09-07,5.184
2013-09-08,5.864
2013-09-09,6.88
2013-09-10,7.934
2013-09-11,7.997
2013-09-12,6.465
2013-09-13,9.656
2013-09-14,13.352
2013-09-15,12.064
2013-09-16,7.583
2013-09-17,7.499
2013-09-18,10.1560001
2013-09-19,7.1
2013-09-20,5.893
2013-09-21,10.389
2013-09-22,9.65
2013-09-23,9.24
2013-09-24,6.62
2013-09-25,7.234
2013-09-26,5.88
2013-09-27,6.844
2013-09-28,8.471
2013-09-29,9.812
2013-09-30,7.526
2013-10-01,8.241999999999999
2013-10-02,5.87
2013-10-03,8.825
2013-10-04,6.249
2013-10-05,10.576
2013-10-06,11.5779999
2013-10-07,10.156
2013-10-08,8.279
2013-10-09,8.773
2013-10-10,7.184
2013-10-11,10.767999999999999
2013-10-12,11.6129999
2013-10-13,11.2789999
2013-10-14,9.257
2013-10-15,10.0000001
2013-10-16,7.572
2013-10-17,10.707
2013-10-18,7.473
2013-10-19,9.673
2013-10-20,9.878
2013-10-21,9.945
2013-10-22,5.576
2013-10-23,7.077
2013-10-24,9.8239999
2013-10-25,6.58
2013-10-26,8.3250001
2013-10-27,10.0140001
2013-10-28,7.6790001
2013-10-29,7.546
2013-10-30,10.652
2013-10-31,10.066
2013-11-01,6.002
2013-11-02,13.664
2013-11-03,10.893
2013-11-04,10.27
2013-11-05,7.622
2013-11-06,10.781
2013-11-07,5.649
2013-11-08,6.917
2013-11-09,6.828
2013-11-10,6.334
2013-11-11,6.1060001
2013-11-12,8.541
2013-11-13,8.758000000000001
2013-11-14,10.61
2013-11-15,6.777
2013-11-16,9.885
2013-11-17,9.311
2013-11-18,10.115
2013-11-19,8.612
2013-11-20,7.447
2013-11-21,9.563
2013-11-22,8.647
2013-11-23,10.503
2013-11-24,14.06
2013-11-25,9.31
2013-11-26,9.754000099999999
2013-11-27,7.146
2013-11-28,9.151
2013-11-29,9.908
2013-11-30,12.1650001
2013-12-01,10.3
2013-12-02,13.133
2013-12-03,9.264
2013-12-04,9.0310001
2013-12-05,9.7760001
2013-12-06,6.797
2013-12-07,10.221
2013-12-08,13.586
2013-12-09,10.387
2013-12-10,9.431000000000001
2013-12-11,8.646
2013-12-12,9.097
2013-12-13,10.647
2013-12-14,11.323
2013-12-15,10.047
2013-12-16,10.7019998
2013-12-17,11.3619999
2013-12-18,8.679
2013-12-19,10.683
2013-12-20,7.981
2013-12-21,13.132
2013-12-22,13.738
2013-12-23,9.646
2013-12-24,10.042
2013-12-25,11.889
2013-12-26,10.479
2013-12-27,6.524
2013-12-28,11.968
2013-12-29,12.859
2013-12-30,11.922
2013-12-31,10.369
2014-01-01,7.444
2014-01-02,10.167
2014-01-03,12.531
2014-01-04,7.214
2014-01-05,11.521
2014-01-06,11.799
2014-01-07,9.8830001
2014-01-08,10.165000000000001
2014-01-09,10.05
2014-01-10,7.447
2014-01-11,9.316
2014-01-12,12.2400001
2014-01-13,13.342
2014-01-14,8.292
2014-01-15,9.045
2014-01-16,8.812
2014-01-17,7.151
2014-01-18,11.233
2014-01-19,9.235
2014-01-20,14.76
2014-01-21,8.6260001
2014-01-22,10.696
2014-01-23,8.225
2014-01-24,10.298
2014-01-25,10.985
2014-01-26,10.493
2014-01-27,10.248
2014-01-28,9.679
2014-01-29,7.579
2014-01-30,9.507
2014-01-31,9.0950001
2014-02-01,9.982
2014-02-02,9.813
2014-02-03,12.7319999
2014-02-04,9.548
2014-02-05,9.842
2014-02-06,7.74
2014-02-07,9.921
2014-02-08,8.393
2014-02-09,9.566
2014-02-10,10.657
2014-02-11,8.327
2014-02-12,9.847
2014-02-13,6.01
2014-02-14,9.9000001
2014-02-15,10.408
2014-02-16,13.282
2014-02-17,10.074
2014-02-18,11.0729999
2014-02-19,7.948
2014-02-20,11.9389999
2014-02-21,9.078
2014-02-22,9.317
2014-02-23,8.469
2014-02-24,10.27
2014-02-25,9.602
2014-02-26,7.506
2014-02-27,17.213
2014-02-28,0.288
